epoch,acc,loss,root_mean_squared_error,val_acc,val_loss,val_root_mean_squared_error
0,0.00025188917061313987,3.883167028427124,1.9280452728271484,0.0,2.8937838077545166,1.6725941896438599
1,0.00025188917061313987,3.028160333633423,1.7160009145736694,0.0,2.6571598052978516,1.6063249111175537
2,0.00025188917061313987,2.756239891052246,1.6367517709732056,0.0,2.517781972885132,1.561710238456726
3,0.00025188917061313987,2.493323802947998,1.5521663427352905,0.0,2.6182539463043213,1.5903702974319458
4,0.00025188917061313987,2.1972532272338867,1.449517011642456,0.0,2.614382266998291,1.5847876071929932
5,0.00025188917061313987,1.8885306119918823,1.3332035541534424,0.0,2.871960401535034,1.6591708660125732
6,0.00025188917061313987,3.968116283416748,1.9598956108093262,0.0,3.1842260360717773,1.7466710805892944
